DEPARTAMENTO;MUNICIPIO;LATITUD;LONGITUD;COD_CENTRO;CENTRO DE VACUNACIÓN;DIRECCIÓN;ENLACE WAZE;ENLACE GOOGLE MAPS;MODALIDAD;REQUISITOS;ENLACE REGISTRO;TIPO DE VACUNA Y DOSIS - GRUPO POBLACIONAL Y ACCESO;DÍAS DE ATENCIÓN;HORARIO;AFL_16102021;CV_16102021:;EP_16102021:;VR_16102021:;DA_16102021:;AFL_17102021;CV_17102021:;EP_17102021:;VR_17102021:;DA_17102021:;AFL_18102021;CV_18102021:;EP_18102021:;VR_18102021:;DA_18102021:;TDA
Alta Verapaz;La Tinta;15.37186372;-89.8686728;58;Local Municipal La Tinta;Salon Municipal La Tinta;0;https://www.google.es/maps/place/Sal%C3%B3n+Municipal/@15.3310121,-89.9473784,12z/data=!4m5!3m4!1s0x8f61e5b87e770331:0x70ef3bd42cda7cbf!8m2!3d15.3105157!4d-89.8824441?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -13:00;5.715384615;1300;836;1281;19;4.552727273;1100;573;1080;20;5.960384615;2600;1641;2578;22;9934
Baja Verapaz;Cubulco;15.10134828;-90.62983901;59;A Demanda Cap Cubulco;Barrio Santiago Cubulco;0;https://www.google.es/maps/place/Barrio+Santiago,+6+Calle,+Cubulco/@15.1268307,-90.7942834,10.83z/data=!4m5!3m4!1s0x858bd4ed56474431:0x3458b4f374b3b34b!8m2!3d15.1011342!4d-90.6298552?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;7:00 -16:00;4.312307692;1300;764;1285;15;3.817333333;1500;971;1476;24;3.556944444;3600;2590;3580;20;9934
Baja Verapaz;Granados;14.90894411;-90.51076828;60;Centro De Salud, Granados ;Aldea Potrero Grande, Granados, Baja Verapaz;0;https://www.google.es/maps/place/Granados/@14.917233,-90.5272794,16z/data=!3m1!4b1!4m5!3m4!1s0x8589840b0a12e841:0xbd1f2319574b16e1!8m2!3d14.9163923!4d-90.5222379?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;9:00 -15:00;3.297647059;1700;1213;1681;19;5.205454545;1100;646;1082;18;3.369736842;3800;2832;3783;17;9934
Baja Verapaz;Rabinal;15.08307323;-90.49004944;61;Gimnacio Municipal De Rabinal;1Ra Calle 3Ra.Avenida Zona 1, Rabinal;0;https://www.google.es/maps/place/Rabinal,+Baja+Verapaz,+Guatemala./@15.0853713,-90.4941065,17z/data=!3m1!4b1!4m5!3m4!1s0x858a29e65d89fdfb:0x3b52fcd5f2ef69d!8m2!3d15.0853661!4d-90.4919178?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -16:00;2.950526316;1900;1430;1885;15;3.368235294;1700;1161;1676;24;3.20125;4000;2980;3981;19;9934
Baja Verapaz;Salamá;14.64249597;-90.52519596;62;Parque Infantil De Salama;6 Calle 7 Avenida Zona 1 (Barrio Centro) Salamà;0;https://www.google.es/maps/place/Salam%C3%A1/@15.1026614,-90.3242898,15z/data=!3m1!4b1!4m5!3m4!1s0x858a21ea1bda13df:0x2d840c119e78db67!8m2!3d15.1052115!4d-90.3160286?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -14:00;2.950526316;1900;1304;1881;19;3.013684211;1900;1476;1886;14;4.0015625;3200;2284;3173;27;9934
Baja Verapaz;San Jerónimo;15.06463983;-90.24531875;63;Centro Cultural Municipal San Jeronimo C;Barrio Arriba, San Jeronimo;0;https://www.google.es/maps/place/Juzgado+de+Paz,+San+Jeronimo,+Baja+Verapaz./@15.0596341,-90.245428,17z/data=!3m1!4b1!4m5!3m4!1s0x858a1e41d8aad67f:0x902591ff6247ae70!8m2!3d15.0596289!4d-90.2432393?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -13:00;4.312307692;1300;895;1282;18;3.013684211;1900;1472;1883;17;4.0015625;3200;2119;3176;24;9934
Chimaltenango;Acatenango;14.51692123;-90.87392068;64;Cs Acatenango;Calle Principal, Acatenango;0;https://www.google.es/maps/place/Acatenango/@14.5540932,-90.9488262,16z/data=!3m1!4b1!4m5!3m4!1s0x85893c2d2cb86d3b:0x6b4f644e851d56d0!8m2!3d14.5534448!4d-90.942653?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;7:30 -15:00;3.087058824;1700;1138;1682;18;3.794736842;1900;1490;1889;11;8.2;1600;520;1576;24;9934
Chimaltenango;Chimaltenango;14.65893994;-90.83008251;65;Paseo Andaria;Centro Comercial  Paseo Andaria;0;https://www.google.es/maps/place/Chimaltenango/@14.6685307,-90.8205486,19.5z/data=!4m5!3m4!1s0x85896da8a2044da3:0x4f190202d0209c58!8m2!3d14.6685882!4d-90.8201764?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -12:00;4.770909091;1100;666;1080;20;4.806666667;1500;1038;1479;21;2.981818182;4400;3388;4391;9;9934
Chimaltenango;San Andrés Itzapa;14.60255844;-90.87691991;66;Salon Municipal San Andres Itzapa;Canton Santisima Trinidad San Andres Itzapa;0;https://www.google.es/maps/place/Municipalidad+de+San+Andres+Itzapa/@14.6215417,-90.846383,17z/data=!3m1!4b1!4m5!3m4!1s0x8589148de5320e6d:0x66c29b32bce0cc4e!8m2!3d14.6215212!4d-90.8441922?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;7:30 -15:00;3.498666667;1500;940;1478;22;3.794736842;1900;1420;1880;20;4.1;3200;2209;3180;20;9934
Chimaltenango;San Martín Jilotepeque;14.63597006;-90.51030234;67;Centro De Salud De San Martin Jilotepeque;Final 9Na Calle Zona 1  Barrio San Gaspar;0;https://www.google.es/maps/place/San+Mart%C3%ADn+Jilotepeque/@14.7827973,-90.8018089,15z/data=!3m1!4b1!4m5!3m4!1s0x85896ef641207867:0x9ab23bf5c24dfe86!8m2!3d14.7828265!4d-90.7937015?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;7:30 -15:00;4.770909091;1100;525;1082;18;4.241176471;1700;1161;1683;17;3.452631579;3800;2775;3779;21;9934
Chimaltenango;Tecpán Guatemala;14.89214086;-90.97459777;68;Centro De Salud De Paquip;Aldea Paquip, Tecpan Guatemala;0;https://www.google.es/maps/place/Campo+de+Futb%C3%B3l+Aldea+Paquip/@14.8919076,-90.9767972,17z/data=!3m1!4b1!4m5!3m4!1s0x85895de7f5fc10dd:0xb8c7cb2bd53e6ea5!8m2!3d14.8919024!4d-90.9746085?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -12:00;3.498666667;1500;926;1475;25;5.546153846;1300;738;1284;16;5.963636364;2200;1147;2181;19;9934
Chimaltenango;Chimaltenango;14.65217807;-90.81347087;69;Hospital de Chimaltenango;Hospital Nacional de Chimaltenango Calzada Alameda zona 1, C. del Estadio, Chimaltenango, Guatemala;https://waze.com/ul?q=Hospital%20Nacional%20de%20Chimaltenango%20Calzada%20Alameda%20zona%201%2C%20C.%20del%20Estadio%2C%20Chimaltenango%20GT&navigate=yes;https://www.google.com/maps/dir//Hospital+Nacional+de+Chimaltenango+Calzada+Alameda+zona+1+C.+del+Estadio+Chimaltenango/@14.6521625,-90.8134702,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x8589134bdcd7f59d:0x71bf375da3879777;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\16.svg;Lunes - Sabado;8:00 - 13:00;3.498666667;1500;1053;1484;16;3.794736842;1900;1363;1879;21;3.28;4000;3081;3978;22;9934
Chiquimula;Camotán;14.82036807;-89.37365054;70;Centro De Capacitacion De La Mujer;Colonia Guillermo Guerra Camotan;0;https://www.google.es/maps/place/Roblarcito+Aldea+La+Lima+Camotan+Chiquimula/@14.879444,-89.3196906,17z/data=!3m1!4b1!4m5!3m4!1s0x8f63d18f57d2bdc3:0xc9de834faa0ca9cd!8m2!3d14.8794388!4d-89.3175019?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -16:00;4.749230769;1300;885;1285;15;5.837692308;1300;877;1290;10;3.6246875;3200;2116;3181;19;9934
Chiquimula;Chiquimula;14.82728755;-89.53323516;71;Centro Universitario De Oriente Cunori;Finca El Zapotillo,  Zona 5 Chiquimula;0;https://www.google.es/maps/place/Centro+Universitario+De+Oriente+-CUNORI-USAC-/@14.8023155,-89.5339639,17z/data=!4m5!3m4!1s0x8f623060ec5f18c3:0xb66014a06bf0573a!8m2!3d14.8023103!4d-89.5317752?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -16:00;3.631764706;1700;1219;1684;16;3.994210526;1900;1464;1876;24;6.443888889;1800;791;1782;18;9934
Chiquimula;Esquipulas;14.65862165;-90.50165996;72;Estadio Municipal Imboica;Km 224 Esquipulas, Chiquimula;0;https://www.google.com/maps/place/Esquipulas/@14.5655725,-89.3587919,14z/data=!3m1!4b1!4m5!3m4!1s0x8f624c4d7719e83d:0xfb1ba37f5c83c507!8m2!3d14.5596188!4d-89.3400586;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -16:00;3.631764706;1700;1152;1680;20;4.464117647;1700;1195;1680;20;2.89975;4000;3048;3986;14;9934
Chiquimula;Ipala;14.80016783;-89.54387425;73;Estadio Atlantida;3Ra. Villa Zona 1 Barrio El Campo, Ipala Chiquimula;0;https://www.google.es/maps/place/Estadio+Municipal+Atlantida/@14.6208351,-89.6278006,17z/data=!3m1!4b1!4m5!3m4!1s0x8f6240d2d71d0971:0xbfe27e80fd2caabb!8m2!3d14.6208299!4d-89.6256119?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -16:00;5.612727273;1100;505;1079;21;4.464117647;1700;1210;1686;14;3.052368421;3800;2701;3783;17;9934
Chiquimula;Jocotán;14.78931672;-89.40223077;74;Cap De Jocotan;Aldea Los Vados Jocotán;0;https://www.google.es/maps/place/Los+Vados+Centro/@14.8337288,-89.4092,11.54z/data=!4m5!3m4!1s0x8f62332dcb003a23:0xada7b818b5c1e2b4!8m2!3d14.7890716!4d-89.4022651?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -14:00;4.116;1500;1020;1489;11;3.994210526;1900;1452;1879;21;3.866333333;3000;2021;2979;21;9934
Chiquimula;Chiquimula;14.80583529;-89.54224914;75;Consultorio de Chiquimula;IGSS, CONSULTORIO CHIQUIMULA Plaza Minerva, Guatemala;https://waze.com/ul?q=IGSS%2C%20CONSULTORIO%20CHIQUIMULA%20Plaza%20Minerva%20GT&navigate=yes;https://www.google.com/maps/dir//IGSS,+CONSULTORIO+CHIQUIMULA+Plaza+Minerva+RF45%2B53Q+Chiquimula/@14.8054515,-89.5422706,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x8f62307b73068585:0x6272bf6cb2be17b;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\33.svg;Lunes - Sabado;8:00 - 13:00;3.249473684;1900;1393;1876;24;3.994210526;1900;1391;1876;24;5.7995;2000;922;1978;22;9934
El Progreso;El Jícaro;14.91401667;-89.89580159;76;Cs El Jicaro-D;Barrio Buenos Aires, El Jicaro;0;https://www.google.es/maps/place/El+J%C3%ADcaro/@14.9123112,-89.8977328,17z/data=!3m1!4b1!4m5!3m4!1s0x8f62045db5804a15:0xa68149b882aa3491!8m2!3d14.9111211!4d-89.8961132?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;7:00 -15:00;4.928181818;1100;659;1087;13;2.459411765;1700;1257;1678;22;3.9675;2000;1035;1986;14;9934
El Progreso;Guastatoya;14.85547936;-90.06297832;77;Cs Guastatoya-D;Barrio Minerva, A Un Costado De Hospital Departamental, Guastatoya;0;https://www.google.es/maps/place/Barrio+fino+mienrva/@14.8552341,-90.067455,17z/data=!3m1!4b1!4m5!3m4!1s0x8589fd3a466ba569:0x9141501178abb9ff!8m2!3d14.8552289!4d-90.0652663?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;7:00 -15:00;3.614;1500;1086;1478;22;3.216153846;1300;713;1280;20;4.408333333;1800;738;1781;19;9934
El Progreso;San Agustín Acasaguastlán;14.93807765;-89.97460555;78;Cap San Agustin Ac-D;Barrio Guaytan, San Agustín Acasaguastlan;0;https://www.google.es/maps/place/Casa+Guaytan/@14.9440556,-90.0479549,12.29z/data=!4m5!3m4!1s0x8f620728d7246c97:0xc4c26947885046!8m2!3d14.9378185!4d-89.9745519?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;7:00 -19:00;3.614;1500;905;1485;15;3.800909091;1100;690;1085;15;3.9675;2000;931;1980;20;9934
El Progreso;Sanarate;14.63792379;-90.5171965;79;Cs Sanarate;2 Calle 3-20 Zona 1 , Sanarate;0;https://www.google.es/maps/place/Sanarate/@14.8010218,-90.2098133,14z/data=!3m1!4b1!4m5!3m4!1s0x8589eeedf28802ef:0x7540c2e41b3e505e!8m2!3d14.8016076!4d-90.1939932?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;7:00 -19:00;2.853157895;1900;1495;1878;22;3.800909091;1100;657;1084;16;2.333823529;3400;2442;3382;18;9934
El Progreso;Guastatoya;14.85659546;-90.07109393;80;Consultorio IGSS Guastatoya, El Progreso;IGSS, Guastatoya, El Progreso, Guatemala;https://waze.com/ul?q=IGSS%2C%20Guastatoya%20El%20Progreso%20GT&navigate=yes;https://www.google.com/maps/dir//IGSS+VW4H%2BJH3+Guastatoya/@14.8565125,-90.0710832,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x8589fca8a2ec04f3:0xaa3712cfe14256a3;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\32.svg;Lunes - Sabado;8:00 - 13:00;3.188823529;1700;1276;1686;14;3.216153846;1300;864;1285;15;2.088157895;3800;2789;3778;22;9934
Escuintla;Escuintla;14.3027149;-90.788339;81;Centro De Salud De Escuintla ;9 Calle 0-74 Zona 04 Salida A Santa Lucia Cotzumalguapa;0;https://www.google.es/maps/place/Centro+De+Salud+Escuintla/@14.3012715,-90.791795,17z/data=!3m1!4b1!4m5!3m4!1s0x85891d73dffcd9f7:0xa05ceb38bb839e80!8m2!3d14.3012663!4d-90.7896063?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;7:00 -14:00;4.568666667;1500;987;1482;18;3.288823529;1700;1242;1684;16;3.216111111;3600;2516;3591;9;9934
Escuintla;Guanagazapa;14.22896442;-90.6428612;82;Centro De Salud De Guanagazapa ;3-13 Calle Principal Zona 0, Guanagazapa;0;https://www.google.es/maps/place/Guanagazapa/@14.2274773,-90.6483973,16z/data=!3m1!4b1!4m5!3m4!1s0x8588fef749e5fdef:0x7e3195e1ce4ceee3!8m2!3d14.228561!4d-90.6429251?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;7:00 -14:00;4.568666667;1500;956;1481;19;4.300769231;1300;736;1268;32;2.756666667;4200;3126;4181;19;9934
Escuintla;Iztapa;14.64871413;-90.51486289;83;Centro De Salud De Iztapa;1Era. Calle 4Ta. Avenida Esquina Zona 1,  Iztapa;0;https://www.google.es/maps/place/Iztapa/@13.9348769,-90.7216547,15z/data=!3m1!4b1!4m9!1m2!2m1!1s1ERA.+CALLE+4TA.+AVENIDA+ESQUINA+ZONA+1,++IZTAPA!3m5!1s0x8588f2df38d2bfd5:0xd654eb9347ba913!8m2!3d13.9336649!4d-90.7129007!15sCjAxRVJBLiBDQUxMRSA0VEEuIEFWRU5JREEgRVNRVUlOQSBaT05BIDEsICBJWlRBUEGSAQhsb2NhbGl0eQ?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;7:00 -14:00;3.606842105;1900;1383;1877;23;3.727333333;1500;958;1474;26;6.432222222;1800;778;1786;14;9934
Escuintla;Puerto De San José;13.92859421;-90.81350163;84;Centro De Salud Puerto San Jose;1Era. Calle Al Fondo Barrio La Arenera;0;https://www.google.es/maps/place/Centro+De+Salud/@13.9276988,-90.8198993,17z/data=!3m1!4b1!4m5!3m4!1s0x8588ecbb01a3d2e5:0xf7142d09e93d4edb!8m2!3d13.9276936!4d-90.8177106?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;7:00 -14:00;4.031176471;1700;1282;1687;13;3.727333333;1500;1070;1484;16;4.824166667;2400;1386;2380;20;9934
Escuintla;Palín;14.40959756;-90.69477257;85;Polideportivo Palin;Colonia San Martin 5-25 Zona 3;0;https://www.google.es/maps/place/Polideportivo+Municipal+de+Pal%C3%ADn/@14.4087689,-90.6964439,17z/data=!3m1!4b1!4m5!3m4!1s0x85890438e75bad4b:0x6f74e47312288219!8m2!3d14.4087637!4d-90.6942552?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;7:00 -14:00;4.568666667;1500;1031;1485;15;5.082727273;1100;670;1083;17;3.405294118;3400;2428;3379;21;9934
Escuintla;Escuintla;14.2948989;-90.78274286;86;Hospital Departamental de Escuintla;Hospital Departamental IGSS Escuintla, Ave Centroamerica, Guatemala;https://waze.com/ul?q=Hospital%20Departamental%20IGSS%20Escuintla%20Ave%20Centroamerica%20GT&navigate=yes;https://www.google.com/maps/dir//Hospital+Departamental+IGSS+Escuintla+Ave+Centroamerica+Escuintla/@14.2947674,-90.7827487,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x85891d7ab68ae349:0x372b02bb917bb14e;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\34.svg;Lunes - Sabado;8:00 - 13:00;4.031176471;1700;1214;1676;24;3.727333333;1500;915;1483;17;4.824166667;2400;1344;2375;25;9934
Huehuetenango;Aguacatán;14.64367852;-90.51376502;87;Instituto Basico Aguacatan Ineb;5Ta. Calle 6A. Avenida Zona 1;0;https://www.google.es/maps/place/6a+Avenida,+Huehuetenango/@15.3157177,-91.4731681,17z/data=!3m1!4b1!4m5!3m4!1s0x858c1425b9aad6b5:0xab9db4f2a612d949!8m2!3d15.3157125!4d-91.4709794?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -16:00;4.066842105;1900;1465;1880;20;3.341764706;1700;1179;1680;20;3.794210526;3800;2848;3786;14;9934
Huehuetenango;Barillas;15.80468215;-91.32275497;88;Instituto Carlos Sagastume Perez;"Zona 6, Cerca De La Terminal, Atrás Del Juzgado De Paz, ""Atrás Del Hospital"" Barillas";0;https://www.google.es/maps/place/Barillas/@15.8039087,-91.3202906,16z/data=!3m1!4b1!4m5!3m4!1s0x858c871300579b01:0x3de1d0e2e8a354d0!8m2!3d15.8045233!4d-91.3155951?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -16:00;4.066842105;1900;1474;1879;21;5.164545455;1100;592;1083;17;3.432857143;4200;3245;4181;19;9934
Huehuetenango;Chiantla;15.31896119;-91.47129894;89;Salon Del Colegio Parroquial;Cantón Parroquia Zona 1  Chiantla Huehuetenango;0;https://www.google.es/maps/place/Iglesia+de+Dios+Evangelio+Completo+de+Guatemala+Cacum+Malacatancito,+Huehuetenango/@15.320133,-91.4722282,17z/data=!4m9!1m2!2m1!1sCANT%C3%93N+PARROQUIA+ZONA+1++CHIANTLA+HUEHUETENANGO!3m5!1s0x858c154dcadf4083:0x1c3c1fca02580e1e!8m2!3d15.320133!4d-91.4700395!15sCjBDQU5Uw5NOIFBBUlJPUVVJQSBaT05BIDEgIENISUFOVExBIEhVRUhVRVRFTkFOR0-SARBjaHJpc3RpYW5fY2h1cmNo?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -16:00;4.545294118;1700;1289;1685;15;3.341764706;1700;1242;1678;22;5.149285714;2800;1753;2782;18;9934
Huehuetenango;Huehuetenango;15.31893733;-91.50229253;90;5Ta Brigada De Infanteria Cs Norte El Calvario ;Las Lagunas Zona 10;0;https://www.google.es/maps/place/Laguna+de+Zaculeu/@15.3174574,-91.5423694,12z/data=!4m9!1m2!2m1!1s+Huehuetenango+LAS+LAGUNAS+ZONA+10!3m5!1s0x858c15f0dcc0da1f:0xfb5b73e3a4518e64!8m2!3d15.3219879!4d-91.5150297!15sCiIgSHVlaHVldGVuYW5nbyBMQVMgTEFHVU5BUyBaT05BIDEwWiMiIWh1ZWh1ZXRlbmFuZ28gbGFzIGxhZ3VuYXMgem9uYSAxMJIBCmNpZGVyX21pbGyaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUnJkRGx5WDJGM0VBRQ?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;9:00 -13:00;5.151333333;1500;956;1486;14;4.37;1300;714;1280;20;4.240588235;3400;2422;3376;24;9934
Huehuetenango;La Democracia;15.6252108;-91.88695009;91;Salon Municipal;Calle Principal A Un Costado De La Municipalidad De La Democracia;0;https://www.google.es/maps/place/Sal%C3%B3n+Municipal,+Aldea+El+Pilar/@14.0922045,-90.9335496,17z/data=!3m1!4b1!4m5!3m4!1s0x8588c382a3332863:0xc6a8b82eaf2eab6c!8m2!3d14.0921993!4d-90.9313609?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;9:00 -15:00;4.545294118;1700;1269;1686;14;3.341764706;1700;1187;1678;22;8.01;1800;739;1783;17;9934
Huehuetenango;Huehuetenango;15.30996856;-91.52195846;92;"Quinta Brigada de Infantería ""Mariscal Gregorio Solares"" - Huehuetenango";"Quinta Brigada de Infanteria ""Mariscal Gregorio Solares"", Huehuetenango, Guatemala";https://waze.com/ul?q=Quinta%20Brigada%20de%20Infanteria%20%22Mariscal%20Gregorio%20Solares%22%20Huehuetenango%20GT&navigate=yes;https://www.google.com/maps/dir//Quinta+Brigada+de+Infanteria+%22Mariscal+Gregorio+Solares%22+Huehuetenango/@15.3095029,-91.521937,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x858c3e0059f8fe0b:0xcd5f8c372cb0a0e6;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\35.svg;Lunes - Sabado;8:00 - 13:00;4.545294118;1700;1274;1679;21;4.37;1300;767;1281;19;3.276818182;4400;3411;4381;19;9934
Izabal;El Estor;15.53220993;-89.32656167;93;Caimi El Estor I ;8 Avenida Y 6Ta Calle, Zona 1, El Estor Izabal;0;https://www.google.es/maps/place/6a+calle,+El+Estor/@15.5319257,-89.3287611,17z/data=!3m1!4b1!4m9!1m2!2m1!1s8+AVENIDA+Y+6TA+CALLE,+ZONA+1,+EL+ESTOR+IZABAL!3m5!1s0x8f610932348c83f5:0xcf21d7961b3b7bf7!8m2!3d15.5319205!4d-89.3265724!15sCi44IEFWRU5JREEgWSA2VEEgQ0FMTEUsIFpPTkEgMSwgRUwgRVNUT1IgSVpBQkFMkgEFcm91dGU?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -15:00;3.808947368;1900;1359;1883;17;4.286923077;1300;783;1279;21;3.8021875;3200;2265;3176;24;9934
Izabal;Livingston;15.82783637;-88.75301433;94;Gimnasio Municipal Livigston Cabecera De Livingston I ;Barrio El Centro, Livingston, Izabal;0;https://www.google.es/maps/place/L%C3%ADvingston/@15.5319257,-89.3287611,17z/data=!4m5!3m4!1s0x8f672b01862f6edf:0xdae8596769852250!8m2!3d15.8269363!4d-88.7530076?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -15:00;4.824666667;1500;1068;1479;21;4.286923077;1300;747;1281;19;7.604375;1600;690;1587;13;9934
Izabal;Los Amates;15.25486017;-89.09859022;95;Gimnasio Municipal, Los Amates;Km 200 Frente A Ruta Al Atlantico, Los Amates Izabal;0;https://www.google.es/maps/place/Distribuidora+6-79,+Los+Amates/@15.2551785,-89.1015835,16z/data=!4m9!1m2!2m1!1sKM+200+FRENTE+A+RUTA+AL+ATLANTICO,+LOS+AMATES+IZABAL!3m5!1s0x8f6169a1ebab5c13:0x2484e24bdf9ff00f!8m2!3d15.2547523!4d-89.0985926!15sCjRLTSAyMDAgRlJFTlRFIEEgUlVUQSBBTCBBVExBTlRJQ08sIExPUyBBTUFURVMgSVpBQkFMWjUiM2ttIDIwMCBmcmVudGUgYSBydXRhIGFsIGF0bGFudGljbyBsb3MgYW1hdGVzIGl6YWJhbJIBD2Z1cm5pdHVyZV9zdG9yZQ?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -15:00;3.808947368;1900;1393;1884;16;4.286923077;1300;721;1285;15;4.055666667;3000;1989;2978;22;9934
Izabal;Morales;15.4510344;-88.86435978;96;Centro De Salud De Morales ;Lotificación Santa Barbara, Morales, Izabal;0;https://www.google.es/maps/place/LOTIFICACI%C3%93N+SAN+PABLO+LA+PINERA/@15.4756395,-88.955067,12.71z/data=!4m9!1m2!2m1!1sLOTIFICACI%C3%93N+SANTA+BARBARA,+MORALES,+IZABAL!3m5!1s0x8f61353d15275633:0x61d6c22cd4ac4ac3!8m2!3d15.4507641!4d-88.864353!15sCixMT1RJRklDQUNJw5NOIFNBTlRBIEJBUkJBUkEsIE1PUkFMRVMsIElaQUJBTJIBEnJlYWxfZXN0YXRlX2FnZW5jeQ?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -15:00;6.579090909;1100;656;1080;20;2.933157895;1900;1311;1877;23;6.0835;2000;1056;1984;16;9934
